,open,high,low,close,volume,value,middle
2021-06-29 09:00:00,39971000,42180000,39810000,41528000,13195.49437,5.40489E+11,40995000
2021-06-30 09:00:00,41528000,41833000,40010000,40674000,9199.174689,3.74039E+11,40921500
2021-07-01 09:00:00,40663000,40683000,38668000,39320000,9130.32512,3.60195E+11,39675500
2021-07-02 09:00:00,39320000,39834000,38288000,39442000,6427.369155,2.50379E+11,39061000
2021-07-03 09:00:00,39440000,40578000,38951000,40299000,4933.229554,1.96728E+11,39764500
2021-07-04 09:00:00,40299000,41643000,40088000,40948000,4981.523532,2.04138E+11,40865500
2021-07-05 09:00:00,40915000,40948000,38957000,39506000,8680.723165,3.45601E+11,39952500
2021-07-06 09:00:00,39509000,40650000,39340000,39814000,6292.903933,2.50893E+11,39995000
2021-07-07 09:00:00,39814000,40727000,39637000,39743000,5761.28682,2.31746E+11,40182000
2021-07-08 09:00:00,39743000,39953000,38200000,39082000,8178.526672,3.18405E+11,39076500
2021-07-09 09:00:00,39069000,40070000,38123000,39820000,6163.102735,2.40777E+11,39096500
2021-07-10 09:00:00,39801000,40302000,39124000,39626000,4161.719196,1.6574E+11,39713000
2021-07-11 09:00:00,39633000,40580000,39250000,40194000,3892.503362,1.55056E+11,39915000
2021-07-12 09:00:00,40194000,40570000,38850000,39193000,5361.077672,2.13052E+11,39710000
2021-07-13 09:00:00,39177000,39363000,38297000,38713000,4602.449577,1.78536E+11,38830000
2021-07-14 09:00:00,38741000,38975000,37600000,38592000,6508.676782,2.49613E+11,38287500
2021-07-15 09:00:00,38590000,39045000,37088000,37606000,7363.607081,2.80399E+11,38066500
2021-07-16 09:00:00,37606000,38053000,36750000,37199000,5695.873913,2.13114E+11,37401500
2021-07-17 09:00:00,37199000,37800000,36824000,37205000,3533.68516,1.31613E+11,37312000
2021-07-18 09:00:00,37205000,38172000,37000000,37663000,3688.509141,1.38466E+11,37586000
2021-07-19 09:00:00,37663000,37704000,36500000,36799000,4208.487957,1.55862E+11,37102000
2021-07-20 09:00:00,36799000,36937000,34820000,35305000,6998.984956,2.48406E+11,35878500
2021-07-21 09:00:00,35339000,38374000,35000000,38013000,6880.936873,2.53633E+11,36687000
2021-07-22 09:00:00,38012000,38470000,37428000,37925000,4209.602911,1.59614E+11,37949000
2021-07-23 09:00:00,37922000,39113000,37790000,39108000,4624.032291,1.76644E+11,38451500
2021-07-24 09:00:00,39113000,40240000,38919000,40112000,4969.117941,1.96353E+11,39579500
2021-07-25 09:00:00,40076000,41110000,39547000,41070000,4748.425461,1.90644E+11,40328500
2021-07-26 09:00:00,41054000,46800000,40864000,43001000,18124.95452,8.03409E+11,43832000
2021-07-27 09:00:00,43021000,45506000,42050000,45409000,10710.88094,4.67385E+11,43778000
2021-07-28 09:00:00,45447000,47494000,45000000,46350000,11869.72272,5.47718E+11,46247000
2021-07-29 09:00:00,46350000,46996000,45529000,45907000,5904.86424,2.72164E+11,46262500
2021-07-30 09:00:00,45936000,48661000,44450000,48555000,9277.569455,4.26285E+11,46555500
2021-07-31 09:00:00,48570000,48768000,47650000,47979000,5158.441674,2.48553E+11,48209000
2021-08-01 09:00:00,47979000,49471000,46003000,46274000,6806.085564,3.25989E+11,47737000
2021-08-02 09:00:00,46263000,46788000,45150000,45451000,7121.325427,3.27176E+11,45969000
2021-08-03 09:00:00,45451000,46150000,44440000,44969000,7445.824577,3.35517E+11,45295000
2021-08-04 09:00:00,44950000,46038000,44000000,45718000,6481.944685,2.91364E+11,45019000
2021-08-05 09:00:00,45718000,47650000,43841000,47139000,10399.67918,4.7339E+11,45745500
2021-08-06 09:00:00,47099000,49898000,46250000,49349000,9456.968486,4.53841E+11,48074000
2021-08-07 09:00:00,49342000,51300000,49000000,50956000,10988.79384,5.50506E+11,50150000
2021-08-08 09:00:00,50956000,51731000,50110000,50799000,8950.681433,4.56214E+11,50920500
2021-08-09 09:00:00,50790000,53077000,49585000,52846000,10539.78166,5.45487E+11,51331000
2021-08-10 09:00:00,52862000,53491000,51800000,52339000,9910.23811,5.20878E+11,52645500
2021-08-11 09:00:00,52335000,53500000,52219000,52590000,10943.96846,5.79203E+11,52859500
2021-08-12 09:00:00,52585000,53395000,51391000,52079000,13202.59267,6.91539E+11,52393000
2021-08-13 09:00:00,52078000,55313000,51767000,55146000,11542.236,6.19038E+11,53540000
2021-08-14 09:00:00,55145000,55742000,53573000,54812000,10406.46232,5.70679E+11,54657500
2021-08-15 09:00:00,54817000,55166000,53349000,54636000,8686.547281,4.70845E+11,54257500
2021-08-16 09:00:00,54638000,55704000,53700000,53863000,8599.292439,4.70452E+11,54702000
2021-08-17 09:00:00,53863000,54649000,52500000,52660000,9398.259197,5.0548E+11,53574500
2021-08-18 09:00:00,52674000,53874000,51938000,52812000,14256.33673,7.57954E+11,52906000
2021-08-19 09:00:00,52815000,55050000,52002000,55017000,13997.11723,7.44124E+11,53526000
2021-08-20 09:00:00,55030000,57910000,54824000,57683000,12560.50366,7.0243E+11,56367000
2021-08-21 09:00:00,57690000,58280000,56557000,57553000,9176.902655,5.26538E+11,57418500
2021-08-22 09:00:00,57576000,58000000,56611000,57681000,7327.179774,4.20623E+11,57305500
2021-08-23 09:00:00,57714000,58726000,57374000,57627000,10945.2437,6.37196E+11,58050000
2021-08-24 09:00:00,57627000,57905000,55800000,56134000,16813.02809,9.60959E+11,56852500
2021-08-25 09:00:00,56168000,57325000,55100000,57100000,11188.10657,6.28614E+11,56212500
2021-08-26 09:00:00,57088000,57497000,54504000,55225000,9477.103725,5.27838E+11,56000500
2021-08-27 09:00:00,55255000,57600000,54616000,57401000,8324.331968,4.66076E+11,56108000
2021-08-28 09:00:00,57400000,57885000,56704000,57428000,5552.262749,3.18695E+11,57294500
2021-08-29 09:00:00,57428000,58000000,56500000,57272000,11623.61867,6.64766E+11,57250000
2021-08-30 09:00:00,57272000,57479000,55555000,55800000,14613.33339,8.27526E+11,56517000
2021-08-31 09:00:00,55800000,56333000,55022000,55230000,11075.54698,6.16516E+11,55677500
2021-09-01 09:00:00,55228000,56900000,54538000,56455000,9099.480058,5.05248E+11,55719000
2021-09-02 09:00:00,56445000,58369000,56232000,57155000,8965.193661,5.15971E+11,57300500
2021-09-03 09:00:00,57155000,59110000,56500000,57783000,11527.48634,6.67571E+11,57805000
2021-09-04 09:00:00,57717000,58500000,57184000,57827000,7242.355791,4.19279E+11,57842000
2021-09-05 09:00:00,57836000,59650000,57217000,59212000,7573.372292,4.39317E+11,58433500
2021-09-06 09:00:00,59212000,61056000,58810000,60839000,7151.927075,4.26546E+11,59933000
2021-09-07 09:00:00,60839000,61113000,55000000,56672000,19856.73841,1.16064E+12,58056500
2021-09-08 09:00:00,56668000,57250000,53154000,55580000,12683.32987,7.01591E+11,55202000
2021-09-09 09:00:00,55576000,56567000,54701000,55900000,7540.980528,4.18872E+11,55634000
2021-09-10 09:00:00,55879000,56850000,54701000,55031000,10524.62607,5.87119E+11,55775500
2021-09-11 09:00:00,55031000,55400000,54316000,54800000,4246.78974,2.33573E+11,54858000
2021-09-12 09:00:00,54800000,55580000,54316000,55078000,4456.247513,2.44804E+11,54948000
2021-09-13 09:00:00,55078000,56663000,53600000,54274000,7678.998722,4.19769E+11,55131500
2021-09-14 09:00:00,54340000,56857000,54120000,56564000,5994.880625,3.33705E+11,55488500
2021-09-15 09:00:00,56564000,57600000,56011000,57207000,5204.483546,2.95925E+11,56805500
2021-09-16 09:00:00,57178000,57500000,56446000,57277000,5358.404001,3.05839E+11,56973000
2021-09-17 09:00:00,57277000,57836000,56942000,57642000,6908.811184,3.97042E+11,57389000
2021-09-18 09:00:00,57642000,58980000,57574000,58597000,4935.406086,2.88291E+11,58277000
2021-09-19 09:00:00,58597000,58805000,57466000,57976000,4821.384376,2.79812E+11,58135500
2021-09-20 09:00:00,58030000,58142000,53496000,53801000,10951.54125,6.08008E+11,55819000
2021-09-21 09:00:00,53801000,54400000,50211000,50699000,11491.19131,6.0264E+11,52305500
2021-09-22 09:00:00,50699000,54153000,50059000,53856000,8922.157659,4.67187E+11,52106000
2021-09-23 09:00:00,53853000,54656000,52571000,54410000,7737.699335,4.15385E+11,53613500
2021-09-24 09:00:00,54405000,54534000,50900000,52176000,11468.26485,6.02953E+11,52717000
2021-09-25 09:00:00,52176000,52452000,51056000,52326000,4371.929854,2.26759E+11,51754000
2021-09-26 09:00:00,52326000,53607000,50803000,52798000,5945.409021,3.10948E+11,52205000
2021-09-27 09:00:00,52798000,53800000,51747000,51834000,4963.318084,2.62698E+11,52773500
2021-09-28 09:00:00,51831000,52103000,50222000,50309000,6216.154861,3.18673E+11,51162500
2021-09-29 09:00:00,50309000,51799000,49924000,50800000,5199.852012,2.65067E+11,50861500
2021-09-30 09:00:00,50800000,53673000,50731000,53523000,6716.780346,3.53761E+11,52202000
2021-10-01 09:00:00,53523000,58582000,53070000,58348000,9344.907875,5.26629E+11,55826000
2021-10-02 09:00:00,58348000,58999000,57660000,58228000,4852.96858,2.83012E+11,58329500
2021-10-03 09:00:00,58238000,59390000,57250000,58567000,4489.39579,2.62002E+11,58320000
2021-10-04 09:00:00,58466000,60331000,57346000,60020000,6699.988769,3.92305E+11,58838500
2021-10-05 09:00:00,60020000,62500000,59547000,61666000,9846.156364,5.96248E+11,61023500
2021-10-06 09:00:00,61666000,67636000,61113000,67000000,13462.73769,8.64585E+11,64374500
2021-10-07 09:00:00,66998000,67290000,65265000,65500000,8828.334535,5.84192E+11,66277500
2021-10-08 09:00:00,65501000,68200000,65151000,65951000,8405.272394,5.59269E+11,66675500
2021-10-09 09:00:00,65951000,67731000,65659000,67057000,5042.252218,3.37727E+11,66695000
2021-10-10 09:00:00,67057000,69023000,66350000,67801000,5559.814423,3.75921E+11,67686500
2021-10-11 09:00:00,67801000,71600000,67547000,70921000,9404.748245,6.57472E+11,69573500
2021-10-12 09:00:00,70954000,71368000,67558000,69164000,8980.82152,6.28672E+11,69463000
2021-10-13 09:00:00,69188000,70700000,66865000,69857000,8568.727017,5.87848E+11,68782500
2021-10-14 09:00:00,69857000,71470000,69400000,69783000,6362.571096,4.47309E+11,70435000
2021-10-15 09:00:00,69784000,76721000,69420000,75688000,15661.24926,1.14545E+12,73070500
2021-10-16 09:00:00,75688000,76370000,73950000,74806000,7825.000512,5.89289E+11,75160000
2021-10-17 09:00:00,74806000,76200000,74008000,75933000,5403.948537,4.04991E+11,75104000
2021-10-18 09:00:00,75933000,77276000,74193000,76546000,8312.737819,6.32689E+11,75734500
2021-10-19 09:00:00,76541000,79285000,75925000,78776000,9018.170951,6.96402E+11,77605000
2021-10-20 09:00:00,78776000,81750000,78001000,79917000,14472.09742,1.15241E+12,79875500
2021-10-21 09:00:00,79919000,80811000,76324000,76396000,15551.93335,1.22537E+12,78567500
2021-10-22 09:00:00,76396000,77640000,74123000,74364000,11856.84444,9.03371E+11,75881500
2021-10-23 09:00:00,74350000,75580000,73247000,74830000,7080.042349,5.29341E+11,74413500
2021-10-24 09:00:00,74830000,75530000,73635000,74501000,6110.378599,4.54814E+11,74582500
2021-10-25 09:00:00,74501000,77024000,74210000,76200000,6856.57776,5.21225E+11,75617000
2021-10-26 09:00:00,76250000,76480000,73002000,73293000,8258.181432,6.19824E+11,74741000
2021-10-27 09:00:00,73293000,74200000,70180000,71845000,14503.82503,1.05362E+12,72190000
2021-10-28 09:00:00,71833000,74707000,71028000,73122000,8654.621479,6.30326E+11,72867500
2021-10-29 09:00:00,73028000,75405000,72676000,74568000,7156.549544,5.29148E+11,74040500
2021-10-30 09:00:00,74568000,74748000,72910000,73413000,6019.372636,4.43974E+11,73829000
2021-10-31 09:00:00,73428000,74502000,71551000,72391000,7515.24772,5.47625E+11,73026500
2021-11-01 09:00:00,72325000,73928000,71003000,72401000,6319.810246,4.598E+11,72465500
2021-11-02 09:00:00,72402000,75590000,72031000,74150000,7684.60605,5.67138E+11,73810500
2021-11-03 09:00:00,74106000,75141000,72500000,74600000,7931.12311,5.86147E+11,73820500
2021-11-04 09:00:00,74607000,74880000,73480000,73807000,5757.701988,4.2647E+11,74180000
2021-11-05 09:00:00,73807000,75000000,73490000,74121000,5520.423654,4.1071E+11,74245000
2021-11-06 09:00:00,74092000,74649000,73800000,74575000,3742.076714,2.7763E+11,74224500
2021-11-07 09:00:00,74576000,76700000,74481000,76536000,4447.009866,3.35634E+11,75590500
2021-11-08 09:00:00,76649000,81586000,76534000,81403000,9132.136668,7.26434E+11,79060000
2021-11-09 09:00:00,81402000,82700000,79987000,80857000,9216.260721,7.49642E+11,81343500
2021-11-10 09:00:00,80813000,82520000,78510000,79660000,13173.31626,1.05956E+12,80515000
2021-11-11 09:00:00,79663000,79732000,78543000,78917000,7167.44683,5.66787E+11,79137500
2021-11-12 09:00:00,78938000,79100000,76712000,78165000,7117.165348,5.55556E+11,77906000
2021-11-13 09:00:00,78165000,78770000,77120000,77867000,4350.104533,3.38563E+11,77945000
2021-11-14 09:00:00,77867000,79350000,77579000,79310000,3826.416588,3.00107E+11,78464500
2021-11-15 09:00:00,79323000,80250000,77330000,77602000,6972.545226,5.50662E+11,78790000
2021-11-16 09:00:00,77600000,77602000,73325000,73897000,12978.65608,9.72846E+11,75463500
2021-11-17 09:00:00,73897000,74712000,72000000,73935000,9918.319954,7.27534E+11,73356000
2021-11-18 09:00:00,73941000,74494000,70000000,70611000,15304.60881,1.11661E+12,72247000
2021-11-19 09:00:00,70602000,72376000,69150000,71813000,9106.098541,6.4466E+11,70763000
2021-11-20 09:00:00,71813000,74090000,71500000,73669000,5649.734126,4.10542E+11,72795000
2021-11-21 09:00:00,73669000,74200000,72695000,73047000,4787.876662,3.5069E+11,73447500
2021-11-22 09:00:00,73096000,73498000,70285000,70589000,7714.849067,5.53219E+11,71891500
2021-11-23 09:00:00,70589000,72200000,69556000,71802000,8493.899797,6.02133E+11,70878000
2021-11-24 09:00:00,71726000,72300000,70265000,71680000,6609.911551,4.68512E+11,71282500
2021-11-25 09:00:00,71689000,74136000,71220000,73171000,9049.174745,6.58197E+11,72678000
2021-11-26 09:00:00,73160000,73567000,68089000,68549000,12468.28912,8.83496E+11,70828000
2021-11-27 09:00:00,68550000,70276000,68140000,70039000,4865.737853,3.38382E+11,69208000
2021-11-28 09:00:00,70039000,72691000,68607000,72303000,5439.530304,3.80944E+11,70649000
2021-11-29 09:00:00,72255000,73166000,71298000,72240000,5965.745427,4.3125E+11,72232000
2021-11-30 09:00:00,72241000,73300000,70000000,70702000,8717.765862,6.23385E+11,71650000
2021-12-01 09:00:00,70771000,72850000,70500000,70936000,7443.529638,5.29662E+11,71675000
2021-12-02 09:00:00,70936000,71500000,69958000,70539000,10208.00313,7.19755E+11,70729000
2021-12-03 09:00:00,70563000,71189000,67034000,68053000,15061.77754,1.0536E+12,69111500
2021-12-04 09:00:00,68068000,68191000,56000000,62206000,28348.95914,1.75751E+12,62095500
2021-12-05 09:00:00,62178000,63297000,59685000,61877000,12124.69394,7.49189E+11,61491000
2021-12-06 09:00:00,61877000,63103000,59016000,62626000,11591.24846,7.03578E+11,61059500
2021-12-07 09:00:00,62632000,64120000,62316000,63204000,8054.477846,5.0944E+11,63218000
2021-12-08 09:00:00,63205000,63450000,60500000,62217000,7423.349233,4.62084E+11,61975000
2021-12-09 09:00:00,62217000,62499000,59200000,59425000,6985.125259,4.25035E+11,60849500
2021-12-10 09:00:00,59425000,61995000,59106000,59683000,7746.325035,4.66065E+11,60550500
2021-12-11 09:00:00,59749000,61538000,59500000,61427000,3629.53677,2.19745E+11,60519000
2021-12-12 09:00:00,61414000,62887000,60904000,62049000,3665.345632,2.2624E+11,61895500
2021-12-13 09:00:00,61995000,62190000,58158000,58626000,7453.74091,4.47421E+11,60174000
2021-12-14 09:00:00,58626000,60150000,57347000,59930000,7199.357764,4.21931E+11,58748500
2021-12-15 09:00:00,59909000,62150000,58055000,61198000,10234.38989,6.1421E+11,60102500
2021-12-16 09:00:00,61196000,61660000,59500000,59817000,7807.696187,4.73845E+11,60580000
2021-12-17 09:00:00,59820000,60198000,57400000,58086000,8991.835833,5.29379E+11,58799000
2021-12-18 09:00:00,58110000,58867000,57207000,58402000,5479.583915,3.18308E+11,58037000
2021-12-19 09:00:00,58438000,59864000,58071000,58329000,5945.750016,3.4983E+11,58967500
2021-12-20 09:00:00,58329000,58616000,56917000,58011000,6685.605334,3.85841E+11,57766500
2021-12-21 09:00:00,57980000,60650000,57500000,60023000,6637.670907,3.94353E+11,59075000
2021-12-22 09:00:00,60023000,60772000,59605000,59753000,5773.963745,3.47172E+11,60188500
2021-12-23 09:00:00,59759000,61925000,59120000,61490000,6471.529895,3.89082E+11,60522500
2021-12-24 09:00:00,61490000,62850000,61250000,61939000,5243.54315,3.2569E+11,62050000
2021-12-25 09:00:00,61939000,62500000,61107000,61177000,3730.367984,2.3068E+11,61803500
2021-12-26 09:00:00,61177000,61939000,60288000,61467000,4350.543669,2.6503E+11,61113500
2021-12-27 09:00:00,61467000,62500000,60934000,61508000,5287.225194,3.25512E+11,61717000
2021-12-28 09:00:00,61470000,61508000,57912000,58274000,7303.087277,4.3662E+11,59710000
2021-12-29 09:00:00,58261000,58763000,56650000,57089000,8037.999545,4.65099E+11,57706500
2021-12-30 09:00:00,57089000,58233000,56400000,57200000,5506.789813,3.15379E+11,57316500
2021-12-31 09:00:00,57233000,58812000,56233000,56784000,4959.970086,2.85728E+11,57522500
2022-01-01 09:00:00,56784000,58271000,56762000,57915000,2628.145965,1.51065E+11,57516500
2022-01-02 09:00:00,57915000,58300000,57100000,57531000,3567.505712,2.05291E+11,57700000
2022-01-03 09:00:00,57540000,57749000,56133000,56641000,6304.958564,3.60063E+11,56941000
2022-01-04 09:00:00,56640000,57685000,56000000,56023000,6053.445802,3.42513E+11,56842500
2022-01-05 09:00:00,56023000,57100000,52701000,53854000,9296.798714,5.15277E+11,54900500
2022-01-06 09:00:00,53854000,54300000,52388000,53239000,6389.079302,3.39631E+11,53344000
2022-01-07 09:00:00,53240000,53358000,50900000,51449000,7509.108093,3.89528E+11,52129000
2022-01-08 09:00:00,51449000,52709000,50829000,52142000,4171.096458,2.15424E+11,51769000
2022-01-09 09:00:00,52142000,52600000,51144000,51678000,3369.09509,1.7487E+11,51872000
2022-01-10 09:00:00,51672000,51999000,48897000,51246000,7955.460111,4.02571E+11,50448000
2022-01-11 09:00:00,51255000,52493000,50408000,52307000,5812.218052,2.98676E+11,51450500
2022-01-12 09:00:00,52306000,53945000,51800000,53349000,5617.866428,2.96493E+11,52872500
2022-01-13 09:00:00,53349000,53940000,51809000,51885000,5468.015911,2.89837E+11,52874500
2022-01-14 09:00:00,51885000,52691000,51010000,52230000,5030.186536,2.61086E+11,51850500
2022-01-15 09:00:00,52230000,52891000,51878000,52357000,2595.049411,1.35658E+11,52384500
2022-01-16 09:00:00,52357000,52634000,51948000,52165000,2131.428819,1.11417E+11,52291000
2022-01-17 09:00:00,52165000,52300000,50822000,51436000,3104.237631,1.60684E+11,51561000
2022-01-18 09:00:00,51435000,51600000,50192000,51179000,3894.697552,1.97997E+11,50896000
2022-01-19 09:00:00,51183000,51395000,49988000,50333000,4815.617545,2.4335E+11,50691500
2022-01-20 09:00:00,50333000,52361000,49575000,49648000,6914.680876,3.50489E+11,50968000
2022-01-21 09:00:00,49600000,50001000,44600000,45316000,13031.22269,6.14895E+11,47300500
2022-01-22 09:00:00,45316000,45622000,42629000,43375000,12317.48527,5.42097E+11,44125500
2022-01-23 09:00:00,43376000,44500000,42725000,44253000,6165.208729,2.6929E+11,43612500
2022-01-24 09:00:00,44255000,45600000,40871000,44731000,10984.73258,4.68863E+11,43235500
2022-01-25 09:00:00,44764000,45572000,43511000,44909000,6937.037407,3.0848E+11,44541500
2022-01-26 09:00:00,44905000,47460000,44520000,45100000,10144.39443,4.65503E+11,45990000
2022-01-27 09:00:00,45100000,45844000,43786000,45809000,7488.144801,3.35013E+11,44815000
2022-01-28 09:00:00,45800000,46890000,45060000,46588000,5565.154275,2.54763E+11,45975000
2022-01-29 09:00:00,46592000,47746000,46180000,47146000,3980.167762,1.86286E+11,46963000
2022-01-30 09:00:00,47144000,47500000,46498000,47208000,2868.985234,1.35027E+11,46999000
2022-01-31 09:00:00,47208000,47647000,45624000,47266000,4554.265206,2.11275E+11,46635500
2022-02-01 09:00:00,47304000,48270000,46869000,47760000,3944.00161,1.87435E+11,47569500
2022-02-02 09:00:00,47784000,47900000,45401000,45517000,4684.820468,2.19281E+11,46650500
2022-02-03 09:00:00,45518000,45900000,44770000,45835000,3279.737875,1.48839E+11,45335000
2022-02-04 09:00:00,45835000,50843000,45500000,50633000,7451.464651,3.55675E+11,48171500
2022-02-05 09:00:00,50613000,51488000,50216000,50788000,5618.422204,2.85442E+11,50852000
2022-02-06 09:00:00,50788000,52022000,50400000,51732000,4046.196215,2.06661E+11,51211000
2022-02-07 09:00:00,51678000,54110000,51084000,53511000,6414.990458,3.37554E+11,52597000
2022-02-08 09:00:00,53511000,55321000,52325000,53651000,10799.76839,5.78845E+11,53823000
2022-02-09 09:00:00,53651000,54000000,52560000,53660000,5006.3985,2.66604E+11,53280000
2022-02-10 09:00:00,53659000,55380000,52604000,53123000,9079.394423,4.88428E+11,53992000
2022-02-11 09:00:00,53040000,53364000,51300000,51882000,6124.946917,3.2148E+11,52332000
2022-02-12 09:00:00,51875000,52299000,50835000,51597000,4680.16805,2.4162E+11,51567000
2022-02-13 09:00:00,51619000,52190000,51400000,51550000,2737.452447,1.41796E+11,51795000
2022-02-14 09:00:00,51550000,52041000,50744000,51586000,4253.627936,2.18529E+11,51392500
2022-02-15 09:00:00,51586000,53998000,51462000,53832000,4794.469464,2.54795E+11,52730000
2022-02-16 09:00:00,53835000,53842000,52769000,53298000,4581.974596,2.44557E+11,53305500
2022-02-17 09:00:00,53298000,53540000,49203000,49376000,7615.709132,3.92342E+11,51371500
2022-02-18 09:00:00,49376000,50199000,48369000,49015000,5516.161741,2.72065E+11,49284000
2022-02-19 09:00:00,49004000,49250000,48271000,49035000,2902.286285,1.4153E+11,48760500
2022-02-20 09:00:00,49035000,49038000,46650000,47131000,5524.9488,2.6193E+11,47844000
2022-02-21 09:00:00,47133000,48128000,45147000,45450000,7886.296025,3.67962E+11,46637500
2022-02-22 09:00:00,45450000,46693000,44746000,46474000,5478.021736,2.49721E+11,45719500
2022-02-23 09:00:00,46500000,47530000,45293000,45543000,6323.317763,2.94355E+11,46411500
2022-02-24 09:00:00,45483000,48000000,42580000,46927000,15361.05926,6.77428E+11,45290000
2022-02-25 09:00:00,46854000,48500000,46555000,47831000,7745.363798,3.67693E+11,47527500
2022-02-26 09:00:00,47830000,49010000,47200000,47809000,4412.336896,2.11662E+11,48105000
2022-02-27 09:00:00,47850000,48576000,45695000,46358000,5879.515341,2.7826E+11,47135500
2022-02-28 09:00:00,46363000,53089000,46086000,52332000,10346.17939,5.10345E+11,49587500
2022-03-01 09:00:00,52332000,54777000,52004000,53790000,10899.50681,5.80017E+11,53390500
2022-03-02 09:00:00,53789000,54829000,52789000,53359000,7651.796389,4.10042E+11,53809000
2022-03-03 09:00:00,53359000,53710000,51219000,51842000,5670.325737,2.98404E+11,52464500
2022-03-04 09:00:00,51875000,51952000,48071000,48450000,8201.726987,4.1165E+11,50011500
2022-03-05 09:00:00,48450000,48866000,47814000,48605000,4946.117104,2.38916E+11,48340000
2022-03-06 09:00:00,48610000,49024000,47260000,47745000,4817.157461,2.31568E+11,48142000
2022-03-07 09:00:00,47782000,48890000,46525000,47415000,6885.298741,3.27978E+11,47707500
2022-03-08 09:00:00,47364000,48800000,47290000,48213000,4764.739534,2.29182E+11,48045000
2022-03-09 09:00:00,48213000,52300000,48153000,51570000,9356.854304,4.79358E+11,50226500
2022-03-10 09:00:00,51571000,51844000,48291000,48917000,10019.04392,4.94329E+11,50067500
2022-03-11 09:00:00,48931000,49941000,47802000,48315000,7089.912741,3.45465E+11,48871500
2022-03-12 09:00:00,48314000,49098000,48202000,48500000,2697.302198,1.31419E+11,48650000
2022-03-13 09:00:00,48500000,48904000,47310000,47510000,4109.285912,1.98434E+11,48107000
2022-03-14 09:00:00,47500000,49515000,47186000,49171000,6352.923551,3.06727E+11,48350500
2022-03-15 09:00:00,49212000,49383000,47781000,48640000,5609.768747,2.71852E+11,48582000
2022-03-16 09:00:00,48609000,51307000,48402000,50389000,12621.47056,6.28483E+11,49854500
2022-03-17 09:00:00,50392000,51099000,49647000,50069000,6441.900307,3.23349E+11,50373000
2022-03-18 09:00:00,50069000,51220000,49423000,50770000,6364.186934,3.1912E+11,50321500
2022-03-19 09:00:00,50736000,51300000,50615000,51245000,5016.392418,2.55391E+11,50957500
2022-03-20 09:00:00,51245000,51350000,50001000,50462000,4050.028652,2.05914E+11,50675500
2022-03-21 09:00:00,50471000,50756000,49832000,50128000,4418.71583,2.21912E+11,50294000
2022-03-22 09:00:00,50128000,52396000,50013000,51704000,8395.367481,4.33481E+11,51204500
2022-03-23 09:00:00,51689000,52232000,51118000,52138000,5293.402954,2.73158E+11,51675000
2022-03-24 09:00:00,52138000,53416000,51800000,52966000,7289.941854,3.82789E+11,52608000
2022-03-25 09:00:00,52907000,54450000,52700000,53791000,5670.827515,3.03815E+11,53575000
2022-03-26 09:00:00,53836000,54241000,53402000,53902000,3333.058744,1.79589E+11,53821500
2022-03-27 09:00:00,53888000,56201000,53674000,55949000,5341.023716,2.92027E+11,54937500
2022-03-28 09:00:00,55936000,57678000,55827000,56914000,6374.435146,3.61569E+11,56752500
2022-03-29 09:00:00,56900000,57540000,56390000,56985000,6629.178471,3.78907E+11,56965000
2022-03-30 09:00:00,56985000,57100000,56015000,56620000,4136.114493,2.34529E+11,56557500
2022-03-31 09:00:00,56594000,57227000,55230000,55352000,5141.563266,2.90425E+11,56228500
2022-04-01 09:00:00,55331000,56790000,54246000,56369000,6752.645356,3.7377E+11,55518000
2022-04-02 09:00:00,56326000,57350000,55831000,56050000,3882.902028,2.19804E+11,56590500
2022-04-03 09:00:00,56006000,57500000,55830000,56639000,3818.056037,2.16198E+11,56665000
2022-04-04 09:00:00,56596000,57300000,55510000,57055000,5916.740186,3.33785E+11,56405000
2022-04-05 09:00:00,57069000,57645000,56070000,56155000,4627.208651,2.62969E+11,56857500
2022-04-06 09:00:00,56195000,56323000,53034000,53072000,6776.518826,3.71678E+11,54678500
2022-04-07 09:00:00,53072000,54340000,52754000,53814000,5354.289371,2.87116E+11,53547000
2022-04-08 09:00:00,53813000,54700000,52798000,52934000,5123.922396,2.7608E+11,53749000
2022-04-09 09:00:00,52934000,53355000,52754000,53258000,2253.816753,1.19523E+11,53054500
2022-04-10 09:00:00,53295000,53950000,52462000,52819000,2289.320776,1.21721E+11,53206000
2022-04-11 09:00:00,52799000,53060000,50010000,50050000,5382.92605,2.77984E+11,51535000
2022-04-12 09:00:00,50050000,51195000,49608000,50577000,4730.164656,2.38179E+11,50401500
2022-04-13 09:00:00,50577000,51947000,49936000,51700000,3335.413278,1.69541E+11,50941500
2022-04-14 09:00:00,51645000,51942000,50000000,50245000,3240.368356,1.65648E+11,50971000
2022-04-15 09:00:00,50275000,51286000,50079000,50850000,2259.858439,1.13924E+11,50682500
2022-04-16 09:00:00,50807000,51100000,50251000,50567000,1285.878108,65131786308,50675500
2022-04-17 09:00:00,50567000,50698000,49851000,49962000,1643.271089,82769167198,50274500
2022-04-18 09:00:00,49962000,51290000,48626000,50839000,3977.644332,1.97866E+11,49958000
2022-04-19 09:00:00,50768000,51904000,50550000,51458000,2813.977539,1.44034E+11,51227000
2022-04-20 09:00:00,51459000,52326000,51015000,51388000,2789.563537,1.44037E+11,51670500
2022-04-21 09:00:00,51436000,53075000,50250000,50805000,4540.571121,2.35868E+11,51662500
